"date","polling_firm","party","supp"
2023-06-29,"Forschungsgruppe Wahlen","SPD",18
2023-06-29,"Forschungsgruppe Wahlen","Union",28
2023-06-29,"Forschungsgruppe Wahlen","Green",16
2023-06-29,"Forschungsgruppe Wahlen","FDP",6
2023-06-29,"Forschungsgruppe Wahlen","AfD",19
2023-06-29,"Forschungsgruppe Wahlen","Linke",5
2023-06-29,"Forschungsgruppe Wahlen","FW",NA
2023-06-29,"Forschungsgruppe Wahlen","BSW",NA
2023-06-27,"Kantar","SPD",18
2023-06-27,"Kantar","Union",26
2023-06-27,"Kantar","Green",15
2023-06-27,"Kantar","FDP",7
2023-06-27,"Kantar","AfD",19
2023-06-27,"Kantar","Linke",5
2023-06-27,"Kantar","FW",NA
2023-06-27,"Kantar","BSW",NA
2023-06-26,"INSA","SPD",19.5
2023-06-26,"INSA","Union",26.5
2023-06-26,"INSA","Green",13.5
2023-06-26,"INSA","FDP",6.5
2023-06-26,"INSA","AfD",20.5
2023-06-26,"INSA","Linke",4.5
2023-06-26,"INSA","FW",NA
2023-06-26,"INSA","BSW",NA
2023-06-26,"Forsa","SPD",18
2023-06-26,"Forsa","Union",27
2023-06-26,"Forsa","Green",15
2023-06-26,"Forsa","FDP",7
2023-06-26,"Forsa","AfD",19
2023-06-26,"Forsa","Linke",4
2023-06-26,"Forsa","FW",NA
2023-06-26,"Forsa","BSW",NA
2023-06-25,"Wahlkreisprognose","SPD",21
2023-06-25,"Wahlkreisprognose","Union",24
2023-06-25,"Wahlkreisprognose","Green",14.5
2023-06-25,"Wahlkreisprognose","FDP",6
2023-06-25,"Wahlkreisprognose","AfD",21
2023-06-25,"Wahlkreisprognose","Linke",4.5
2023-06-25,"Wahlkreisprognose","FW",NA
2023-06-25,"Wahlkreisprognose","BSW",NA
2023-06-23,"INSA","SPD",20
2023-06-23,"INSA","Union",26
2023-06-23,"INSA","Green",13
2023-06-23,"INSA","FDP",7
2023-06-23,"INSA","AfD",20
2023-06-23,"INSA","Linke",4
2023-06-23,"INSA","FW",NA
2023-06-23,"INSA","BSW",NA
2023-06-22,"Allensbach","SPD",19
2023-06-22,"Allensbach","Union",31
2023-06-22,"Allensbach","Green",15
2023-06-22,"Allensbach","FDP",8
2023-06-22,"Allensbach","AfD",17
2023-06-22,"Allensbach","Linke",4
2023-06-22,"Allensbach","FW",NA
2023-06-22,"Allensbach","BSW",NA
2023-06-21,"Infratest dimap","SPD",17
2023-06-21,"Infratest dimap","Union",29
2023-06-21,"Infratest dimap","Green",15
2023-06-21,"Infratest dimap","FDP",6
2023-06-21,"Infratest dimap","AfD",19
2023-06-21,"Infratest dimap","Linke",4
2023-06-21,"Infratest dimap","FW",NA
2023-06-21,"Infratest dimap","BSW",NA
2023-06-20,"Kantar","SPD",19
2023-06-20,"Kantar","Union",27
2023-06-20,"Kantar","Green",15
2023-06-20,"Kantar","FDP",7
2023-06-20,"Kantar","AfD",20
2023-06-20,"Kantar","Linke",4
2023-06-20,"Kantar","FW",NA
2023-06-20,"Kantar","BSW",NA
2023-06-19,"INSA","SPD",20
2023-06-19,"INSA","Union",26.5
2023-06-19,"INSA","Green",13.5
2023-06-19,"INSA","FDP",7.5
2023-06-19,"INSA","AfD",20
2023-06-19,"INSA","Linke",4.5
2023-06-19,"INSA","FW",NA
2023-06-19,"INSA","BSW",NA
2023-06-19,"Forsa","SPD",18
2023-06-19,"Forsa","Union",27
2023-06-19,"Forsa","Green",15
2023-06-19,"Forsa","FDP",7
2023-06-19,"Forsa","AfD",19
2023-06-19,"Forsa","Linke",4
2023-06-19,"Forsa","FW",NA
2023-06-19,"Forsa","BSW",NA
2023-06-16,"INSA","SPD",20
2023-06-16,"INSA","Union",27
2023-06-16,"INSA","Green",13
2023-06-16,"INSA","FDP",8
2023-06-16,"INSA","AfD",19
2023-06-16,"INSA","Linke",4
2023-06-16,"INSA","FW",NA
2023-06-16,"INSA","BSW",NA
2023-06-16,"Civey","SPD",19
2023-06-16,"Civey","Union",25
2023-06-16,"Civey","Green",16
2023-06-16,"Civey","FDP",7
2023-06-16,"Civey","AfD",20
2023-06-16,"Civey","Linke",5
2023-06-16,"Civey","FW",NA
2023-06-16,"Civey","BSW",NA
2023-06-15,"Forschungsgruppe Wahlen","SPD",19
2023-06-15,"Forschungsgruppe Wahlen","Union",28
2023-06-15,"Forschungsgruppe Wahlen","Green",16
2023-06-15,"Forschungsgruppe Wahlen","FDP",6
2023-06-15,"Forschungsgruppe Wahlen","AfD",18
2023-06-15,"Forschungsgruppe Wahlen","Linke",5
2023-06-15,"Forschungsgruppe Wahlen","FW",NA
2023-06-15,"Forschungsgruppe Wahlen","BSW",NA
2023-06-13,"Kantar","SPD",20
2023-06-13,"Kantar","Union",27
2023-06-13,"Kantar","Green",15
2023-06-13,"Kantar","FDP",6
2023-06-13,"Kantar","AfD",19
2023-06-13,"Kantar","Linke",5
2023-06-13,"Kantar","FW",NA
2023-06-13,"Kantar","BSW",NA
2023-06-12,"INSA","SPD",20
2023-06-12,"INSA","Union",27
2023-06-12,"INSA","Green",13
2023-06-12,"INSA","FDP",8
2023-06-12,"INSA","AfD",19.5
2023-06-12,"INSA","Linke",4.5
2023-06-12,"INSA","FW",NA
2023-06-12,"INSA","BSW",NA
2023-06-12,"Forsa","SPD",18
2023-06-12,"Forsa","Union",29
2023-06-12,"Forsa","Green",14
2023-06-12,"Forsa","FDP",7
2023-06-12,"Forsa","AfD",19
2023-06-12,"Forsa","Linke",4
2023-06-12,"Forsa","FW",NA
2023-06-12,"Forsa","BSW",NA
2023-06-09,"INSA","SPD",20
2023-06-09,"INSA","Union",27
2023-06-09,"INSA","Green",13
2023-06-09,"INSA","FDP",8
2023-06-09,"INSA","AfD",19
2023-06-09,"INSA","Linke",5
2023-06-09,"INSA","FW",NA
2023-06-09,"INSA","BSW",NA
2023-06-07,"YouGov","SPD",19
2023-06-07,"YouGov","Union",28
2023-06-07,"YouGov","Green",13
2023-06-07,"YouGov","FDP",5
2023-06-07,"YouGov","AfD",20
2023-06-07,"YouGov","Linke",6
2023-06-07,"YouGov","FW",1
2023-06-07,"YouGov","BSW",NA
2023-06-06,"Kantar","SPD",20
2023-06-06,"Kantar","Union",27
2023-06-06,"Kantar","Green",15
2023-06-06,"Kantar","FDP",7
2023-06-06,"Kantar","AfD",18
2023-06-06,"Kantar","Linke",5
2023-06-06,"Kantar","FW",NA
2023-06-06,"Kantar","BSW",NA
2023-06-05,"INSA","SPD",19
2023-06-05,"INSA","Union",26.5
2023-06-05,"INSA","Green",13.5
2023-06-05,"INSA","FDP",9
2023-06-05,"INSA","AfD",19
2023-06-05,"INSA","Linke",5
2023-06-05,"INSA","FW",NA
2023-06-05,"INSA","BSW",NA
2023-06-05,"GMS","SPD",18
2023-06-05,"GMS","Union",29
2023-06-05,"GMS","Green",15
2023-06-05,"GMS","FDP",7
2023-06-05,"GMS","AfD",19
2023-06-05,"GMS","Linke",4
2023-06-05,"GMS","FW",NA
2023-06-05,"GMS","BSW",NA
2023-06-05,"Forsa","SPD",18
2023-06-05,"Forsa","Union",30
2023-06-05,"Forsa","Green",14
2023-06-05,"Forsa","FDP",7
2023-06-05,"Forsa","AfD",17
2023-06-05,"Forsa","Linke",4
2023-06-05,"Forsa","FW",NA
2023-06-05,"Forsa","BSW",NA
2023-06-04,"Ipsos","SPD",20
2023-06-04,"Ipsos","Union",28
2023-06-04,"Ipsos","Green",13
2023-06-04,"Ipsos","FDP",8
2023-06-04,"Ipsos","AfD",19
2023-06-04,"Ipsos","Linke",6
2023-06-04,"Ipsos","FW",NA
2023-06-04,"Ipsos","BSW",NA
2023-06-02,"Wahlkreisprognose","SPD",21
2023-06-02,"Wahlkreisprognose","Union",27
2023-06-02,"Wahlkreisprognose","Green",13
2023-06-02,"Wahlkreisprognose","FDP",8
2023-06-02,"Wahlkreisprognose","AfD",19
2023-06-02,"Wahlkreisprognose","Linke",4
2023-06-02,"Wahlkreisprognose","FW",NA
2023-06-02,"Wahlkreisprognose","BSW",NA
2023-06-02,"INSA","SPD",19
2023-06-02,"INSA","Union",27
2023-06-02,"INSA","Green",13
2023-06-02,"INSA","FDP",9
2023-06-02,"INSA","AfD",19
2023-06-02,"INSA","Linke",5
2023-06-02,"INSA","FW",NA
2023-06-02,"INSA","BSW",NA
2023-05-31,"Infratest dimap","SPD",18
2023-05-31,"Infratest dimap","Union",29
2023-05-31,"Infratest dimap","Green",15
2023-05-31,"Infratest dimap","FDP",7
2023-05-31,"Infratest dimap","AfD",18
2023-05-31,"Infratest dimap","Linke",4
2023-05-31,"Infratest dimap","FW",NA
2023-05-31,"Infratest dimap","BSW",NA
2023-05-30,"INSA","SPD",20.5
2023-05-30,"INSA","Union",28
2023-05-30,"INSA","Green",13
2023-05-30,"INSA","FDP",8.5
2023-05-30,"INSA","AfD",18
2023-05-30,"INSA","Linke",4.5
2023-05-30,"INSA","FW",NA
2023-05-30,"INSA","BSW",NA
2023-05-30,"Kantar","SPD",20
2023-05-30,"Kantar","Union",27
2023-05-30,"Kantar","Green",15
2023-05-30,"Kantar","FDP",8
2023-05-30,"Kantar","AfD",17
2023-05-30,"Kantar","Linke",5
2023-05-30,"Kantar","FW",NA
2023-05-30,"Kantar","BSW",NA
2023-05-26,"Forsa","SPD",18
2023-05-26,"Forsa","Union",29
2023-05-26,"Forsa","Green",14
2023-05-26,"Forsa","FDP",7
2023-05-26,"Forsa","AfD",17
2023-05-26,"Forsa","Linke",5
2023-05-26,"Forsa","FW",NA
2023-05-26,"Forsa","BSW",NA
2023-05-26,"INSA","SPD",20
2023-05-26,"INSA","Union",28
2023-05-26,"INSA","Green",13
2023-05-26,"INSA","FDP",9
2023-05-26,"INSA","AfD",18
2023-05-26,"INSA","Linke",4
2023-05-26,"INSA","FW",NA
2023-05-26,"INSA","BSW",NA
2023-05-25,"Forschungsgruppe Wahlen","SPD",20
2023-05-25,"Forschungsgruppe Wahlen","Union",28
2023-05-25,"Forschungsgruppe Wahlen","Green",16
2023-05-25,"Forschungsgruppe Wahlen","FDP",6
2023-05-25,"Forschungsgruppe Wahlen","AfD",17
2023-05-25,"Forschungsgruppe Wahlen","Linke",5
2023-05-25,"Forschungsgruppe Wahlen","FW",NA
2023-05-25,"Forschungsgruppe Wahlen","BSW",NA
2023-05-23,"Kantar","SPD",18
2023-05-23,"Kantar","Union",29
2023-05-23,"Kantar","Green",15
2023-05-23,"Kantar","FDP",8
2023-05-23,"Kantar","AfD",16
2023-05-23,"Kantar","Linke",5
2023-05-23,"Kantar","FW",NA
2023-05-23,"Kantar","BSW",NA
2023-05-22,"INSA","SPD",20.5
2023-05-22,"INSA","Union",27.5
2023-05-22,"INSA","Green",14
2023-05-22,"INSA","FDP",8.5
2023-05-22,"INSA","AfD",17
2023-05-22,"INSA","Linke",5
2023-05-22,"INSA","FW",NA
2023-05-22,"INSA","BSW",NA
2023-05-22,"Forsa","SPD",18
2023-05-22,"Forsa","Union",30
2023-05-22,"Forsa","Green",14
2023-05-22,"Forsa","FDP",7
2023-05-22,"Forsa","AfD",16
2023-05-22,"Forsa","Linke",5
2023-05-22,"Forsa","FW",NA
2023-05-22,"Forsa","BSW",NA
2023-05-19,"INSA","SPD",21
2023-05-19,"INSA","Union",28
2023-05-19,"INSA","Green",14
2023-05-19,"INSA","FDP",8
2023-05-19,"INSA","AfD",17
2023-05-19,"INSA","Linke",5
2023-05-19,"INSA","FW",NA
2023-05-19,"INSA","BSW",NA
2023-05-16,"Kantar","SPD",18
2023-05-16,"Kantar","Union",28
2023-05-16,"Kantar","Green",16
2023-05-16,"Kantar","FDP",8
2023-05-16,"Kantar","AfD",16
2023-05-16,"Kantar","Linke",5
2023-05-16,"Kantar","FW",NA
2023-05-16,"Kantar","BSW",NA
2023-05-15,"INSA","SPD",20
2023-05-15,"INSA","Union",28
2023-05-15,"INSA","Green",14.5
2023-05-15,"INSA","FDP",8.5
2023-05-15,"INSA","AfD",16.5
2023-05-15,"INSA","Linke",5
2023-05-15,"INSA","FW",NA
2023-05-15,"INSA","BSW",NA
2023-05-15,"Forsa","SPD",17
2023-05-15,"Forsa","Union",30
2023-05-15,"Forsa","Green",15
2023-05-15,"Forsa","FDP",8
2023-05-15,"Forsa","AfD",16
2023-05-15,"Forsa","Linke",4
2023-05-15,"Forsa","FW",NA
2023-05-15,"Forsa","BSW",NA
2023-05-12,"INSA","SPD",20
2023-05-12,"INSA","Union",28
2023-05-12,"INSA","Green",15
2023-05-12,"INSA","FDP",9
2023-05-12,"INSA","AfD",16
2023-05-12,"INSA","Linke",4
2023-05-12,"INSA","FW",NA
2023-05-12,"INSA","BSW",NA
2023-05-10,"Infratest dimap","SPD",18
2023-05-10,"Infratest dimap","Union",28
2023-05-10,"Infratest dimap","Green",16
2023-05-10,"Infratest dimap","FDP",8
2023-05-10,"Infratest dimap","AfD",16
2023-05-10,"Infratest dimap","Linke",5
2023-05-10,"Infratest dimap","FW",NA
2023-05-10,"Infratest dimap","BSW",NA
2023-05-10,"Allensbach","SPD",18
2023-05-10,"Allensbach","Union",32
2023-05-10,"Allensbach","Green",16
2023-05-10,"Allensbach","FDP",8
2023-05-10,"Allensbach","AfD",15
2023-05-10,"Allensbach","Linke",5
2023-05-10,"Allensbach","FW",NA
2023-05-10,"Allensbach","BSW",NA
2023-05-09,"YouGov","SPD",16
2023-05-09,"YouGov","Union",31
2023-05-09,"YouGov","Green",16
2023-05-09,"YouGov","FDP",5
2023-05-09,"YouGov","AfD",17
2023-05-09,"YouGov","Linke",6
2023-05-09,"YouGov","FW",2
2023-05-09,"YouGov","BSW",NA
2023-05-09,"Kantar","SPD",18
2023-05-09,"Kantar","Union",29
2023-05-09,"Kantar","Green",17
2023-05-09,"Kantar","FDP",8
2023-05-09,"Kantar","AfD",16
2023-05-09,"Kantar","Linke",5
2023-05-09,"Kantar","FW",NA
2023-05-09,"Kantar","BSW",NA
2023-05-08,"INSA","SPD",20
2023-05-08,"INSA","Union",28
2023-05-08,"INSA","Green",14
2023-05-08,"INSA","FDP",9
2023-05-08,"INSA","AfD",16.5
2023-05-08,"INSA","Linke",4.5
2023-05-08,"INSA","FW",NA
2023-05-08,"INSA","BSW",NA
2023-05-08,"Forsa","SPD",18
2023-05-08,"Forsa","Union",29
2023-05-08,"Forsa","Green",16
2023-05-08,"Forsa","FDP",7
2023-05-08,"Forsa","AfD",16
2023-05-08,"Forsa","Linke",4
2023-05-08,"Forsa","FW",NA
2023-05-08,"Forsa","BSW",NA
2023-05-07,"Ipsos","SPD",19
2023-05-07,"Ipsos","Union",29
2023-05-07,"Ipsos","Green",15
2023-05-07,"Ipsos","FDP",8
2023-05-07,"Ipsos","AfD",16
2023-05-07,"Ipsos","Linke",5
2023-05-07,"Ipsos","FW",NA
2023-05-07,"Ipsos","BSW",NA
2023-05-05,"INSA","SPD",20
2023-05-05,"INSA","Union",28
2023-05-05,"INSA","Green",14
2023-05-05,"INSA","FDP",9
2023-05-05,"INSA","AfD",16
2023-05-05,"INSA","Linke",4
2023-05-05,"INSA","FW",NA
2023-05-05,"INSA","BSW",NA
2023-05-04,"Forschungsgruppe Wahlen","SPD",19
2023-05-04,"Forschungsgruppe Wahlen","Union",30
2023-05-04,"Forschungsgruppe Wahlen","Green",17
2023-05-04,"Forschungsgruppe Wahlen","FDP",6
2023-05-04,"Forschungsgruppe Wahlen","AfD",15
2023-05-04,"Forschungsgruppe Wahlen","Linke",5
2023-05-04,"Forschungsgruppe Wahlen","FW",NA
2023-05-04,"Forschungsgruppe Wahlen","BSW",NA
2023-05-03,"Infratest dimap","SPD",17
2023-05-03,"Infratest dimap","Union",30
2023-05-03,"Infratest dimap","Green",16
2023-05-03,"Infratest dimap","FDP",7
2023-05-03,"Infratest dimap","AfD",16
2023-05-03,"Infratest dimap","Linke",5
2023-05-03,"Infratest dimap","FW",NA
2023-05-03,"Infratest dimap","BSW",NA
2023-05-02,"INSA","SPD",21
2023-05-02,"INSA","Union",27
2023-05-02,"INSA","Green",15
2023-05-02,"INSA","FDP",8
2023-05-02,"INSA","AfD",16.5
2023-05-02,"INSA","Linke",4.5
2023-05-02,"INSA","FW",NA
2023-05-02,"INSA","BSW",NA
2023-05-02,"Kantar","SPD",17
2023-05-02,"Kantar","Union",31
2023-05-02,"Kantar","Green",16
2023-05-02,"Kantar","FDP",8
2023-05-02,"Kantar","AfD",16
2023-05-02,"Kantar","Linke",4
2023-05-02,"Kantar","FW",NA
2023-05-02,"Kantar","BSW",NA
2023-04-30,"Wahlkreisprognose","SPD",21
2023-04-30,"Wahlkreisprognose","Union",27.5
2023-04-30,"Wahlkreisprognose","Green",14
2023-04-30,"Wahlkreisprognose","FDP",10.5
2023-04-30,"Wahlkreisprognose","AfD",15
2023-04-30,"Wahlkreisprognose","Linke",3.5
2023-04-30,"Wahlkreisprognose","FW",NA
2023-04-30,"Wahlkreisprognose","BSW",NA
2023-04-28,"Forsa","SPD",17
2023-04-28,"Forsa","Union",30
2023-04-28,"Forsa","Green",16
2023-04-28,"Forsa","FDP",7
2023-04-28,"Forsa","AfD",16
2023-04-28,"Forsa","Linke",4
2023-04-28,"Forsa","FW",NA
2023-04-28,"Forsa","BSW",NA
2023-04-28,"INSA","SPD",21
2023-04-28,"INSA","Union",28
2023-04-28,"INSA","Green",14
2023-04-28,"INSA","FDP",8
2023-04-28,"INSA","AfD",16
2023-04-28,"INSA","Linke",5
2023-04-28,"INSA","FW",NA
2023-04-28,"INSA","BSW",NA
2023-04-25,"Kantar","SPD",18
2023-04-25,"Kantar","Union",30
2023-04-25,"Kantar","Green",16
2023-04-25,"Kantar","FDP",7
2023-04-25,"Kantar","AfD",16
2023-04-25,"Kantar","Linke",5
2023-04-25,"Kantar","FW",NA
2023-04-25,"Kantar","BSW",NA
2023-04-24,"INSA","SPD",20
2023-04-24,"INSA","Union",27.5
2023-04-24,"INSA","Green",14.5
2023-04-24,"INSA","FDP",9
2023-04-24,"INSA","AfD",16
2023-04-24,"INSA","Linke",4.5
2023-04-24,"INSA","FW",NA
2023-04-24,"INSA","BSW",NA
2023-04-24,"Forsa","SPD",18
2023-04-24,"Forsa","Union",30
2023-04-24,"Forsa","Green",16
2023-04-24,"Forsa","FDP",7
2023-04-24,"Forsa","AfD",15
2023-04-24,"Forsa","Linke",4
2023-04-24,"Forsa","FW",NA
2023-04-24,"Forsa","BSW",NA
2023-04-21,"INSA","SPD",20
2023-04-21,"INSA","Union",28
2023-04-21,"INSA","Green",15
2023-04-21,"INSA","FDP",9
2023-04-21,"INSA","AfD",16
2023-04-21,"INSA","Linke",4
2023-04-21,"INSA","FW",NA
2023-04-21,"INSA","BSW",NA
2023-04-20,"Forschungsgruppe Wahlen","SPD",18
2023-04-20,"Forschungsgruppe Wahlen","Union",31
2023-04-20,"Forschungsgruppe Wahlen","Green",18
2023-04-20,"Forschungsgruppe Wahlen","FDP",6
2023-04-20,"Forschungsgruppe Wahlen","AfD",15
2023-04-20,"Forschungsgruppe Wahlen","Linke",4
2023-04-20,"Forschungsgruppe Wahlen","FW",NA
2023-04-20,"Forschungsgruppe Wahlen","BSW",NA
2023-04-18,"Kantar","SPD",19
2023-04-18,"Kantar","Union",29
2023-04-18,"Kantar","Green",17
2023-04-18,"Kantar","FDP",7
2023-04-18,"Kantar","AfD",15
2023-04-18,"Kantar","Linke",4
2023-04-18,"Kantar","FW",NA
2023-04-18,"Kantar","BSW",NA
2023-04-18,"Allensbach","SPD",20
2023-04-18,"Allensbach","Union",31
2023-04-18,"Allensbach","Green",15
2023-04-18,"Allensbach","FDP",7.5
2023-04-18,"Allensbach","AfD",16
2023-04-18,"Allensbach","Linke",5
2023-04-18,"Allensbach","FW",NA
2023-04-18,"Allensbach","BSW",NA
2023-04-17,"INSA","SPD",21
2023-04-17,"INSA","Union",27.5
2023-04-17,"INSA","Green",15
2023-04-17,"INSA","FDP",8
2023-04-17,"INSA","AfD",16
2023-04-17,"INSA","Linke",4.5
2023-04-17,"INSA","FW",NA
2023-04-17,"INSA","BSW",NA
2023-04-17,"Forsa","SPD",18
2023-04-17,"Forsa","Union",29
2023-04-17,"Forsa","Green",17
2023-04-17,"Forsa","FDP",7
2023-04-17,"Forsa","AfD",15
2023-04-17,"Forsa","Linke",4
2023-04-17,"Forsa","FW",NA
2023-04-17,"Forsa","BSW",NA
2023-04-14,"INSA","SPD",21
2023-04-14,"INSA","Union",27
2023-04-14,"INSA","Green",15
2023-04-14,"INSA","FDP",8
2023-04-14,"INSA","AfD",16
2023-04-14,"INSA","Linke",5
2023-04-14,"INSA","FW",NA
2023-04-14,"INSA","BSW",NA
2023-04-12,"Infratest dimap","SPD",19
2023-04-12,"Infratest dimap","Union",29
2023-04-12,"Infratest dimap","Green",17
2023-04-12,"Infratest dimap","FDP",7
2023-04-12,"Infratest dimap","AfD",15
2023-04-12,"Infratest dimap","Linke",4
2023-04-12,"Infratest dimap","FW",NA
2023-04-12,"Infratest dimap","BSW",NA
2023-04-11,"INSA","SPD",20
2023-04-11,"INSA","Union",27.5
2023-04-11,"INSA","Green",15.5
2023-04-11,"INSA","FDP",8
2023-04-11,"INSA","AfD",16
2023-04-11,"INSA","Linke",4.5
2023-04-11,"INSA","FW",NA
2023-04-11,"INSA","BSW",NA
2023-04-11,"Kantar","SPD",21
2023-04-11,"Kantar","Union",27
2023-04-11,"Kantar","Green",17
2023-04-11,"Kantar","FDP",8
2023-04-11,"Kantar","AfD",14
2023-04-11,"Kantar","Linke",5
2023-04-11,"Kantar","FW",NA
2023-04-11,"Kantar","BSW",NA
2023-04-06,"Forsa","SPD",18
2023-04-06,"Forsa","Union",30
2023-04-06,"Forsa","Green",18
2023-04-06,"Forsa","FDP",7
2023-04-06,"Forsa","AfD",14
2023-04-06,"Forsa","Linke",4
2023-04-06,"Forsa","FW",NA
2023-04-06,"Forsa","BSW",NA
2023-04-06,"INSA","SPD",20
2023-04-06,"INSA","Union",28
2023-04-06,"INSA","Green",16
2023-04-06,"INSA","FDP",8
2023-04-06,"INSA","AfD",16
2023-04-06,"INSA","Linke",4
2023-04-06,"INSA","FW",NA
2023-04-06,"INSA","BSW",NA
2023-04-05,"Infratest dimap","SPD",18
2023-04-05,"Infratest dimap","Union",30
2023-04-05,"Infratest dimap","Green",17
2023-04-05,"Infratest dimap","FDP",7
2023-04-05,"Infratest dimap","AfD",15
2023-04-05,"Infratest dimap","Linke",4
2023-04-05,"Infratest dimap","FW",NA
2023-04-05,"Infratest dimap","BSW",NA
2023-04-04,"Ipsos","SPD",21
2023-04-04,"Ipsos","Union",27
2023-04-04,"Ipsos","Green",17
2023-04-04,"Ipsos","FDP",8
2023-04-04,"Ipsos","AfD",15
2023-04-04,"Ipsos","Linke",4
2023-04-04,"Ipsos","FW",NA
2023-04-04,"Ipsos","BSW",NA
2023-04-04,"YouGov","SPD",20
2023-04-04,"YouGov","Union",30
2023-04-04,"YouGov","Green",15
2023-04-04,"YouGov","FDP",6
2023-04-04,"YouGov","AfD",17
2023-04-04,"YouGov","Linke",6
2023-04-04,"YouGov","FW",1
2023-04-04,"YouGov","BSW",NA
2023-04-04,"Kantar","SPD",20
2023-04-04,"Kantar","Union",27
2023-04-04,"Kantar","Green",18
2023-04-04,"Kantar","FDP",8
2023-04-04,"Kantar","AfD",14
2023-04-04,"Kantar","Linke",5
2023-04-04,"Kantar","FW",NA
2023-04-04,"Kantar","BSW",NA
2023-04-03,"INSA","SPD",20
2023-04-03,"INSA","Union",28
2023-04-03,"INSA","Green",15.5
2023-04-03,"INSA","FDP",7.5
2023-04-03,"INSA","AfD",16
2023-04-03,"INSA","Linke",4.5
2023-04-03,"INSA","FW",NA
2023-04-03,"INSA","BSW",NA
2023-04-03,"GMS","SPD",19
2023-04-03,"GMS","Union",31
2023-04-03,"GMS","Green",17
2023-04-03,"GMS","FDP",6
2023-04-03,"GMS","AfD",15
2023-04-03,"GMS","Linke",4
2023-04-03,"GMS","FW",NA
2023-04-03,"GMS","BSW",NA
2023-04-03,"Forsa","SPD",18
2023-04-03,"Forsa","Union",29
2023-04-03,"Forsa","Green",18
2023-04-03,"Forsa","FDP",7
2023-04-03,"Forsa","AfD",14
2023-04-03,"Forsa","Linke",4
2023-04-03,"Forsa","FW",NA
2023-04-03,"Forsa","BSW",NA
2023-03-31,"INSA","SPD",21
2023-03-31,"INSA","Union",27
2023-03-31,"INSA","Green",16
2023-03-31,"INSA","FDP",8
2023-03-31,"INSA","AfD",16
2023-03-31,"INSA","Linke",4
2023-03-31,"INSA","FW",NA
2023-03-31,"INSA","BSW",NA
2023-03-30,"Forschungsgruppe Wahlen","SPD",19
2023-03-30,"Forschungsgruppe Wahlen","Union",30
2023-03-30,"Forschungsgruppe Wahlen","Green",17
2023-03-30,"Forschungsgruppe Wahlen","FDP",7
2023-03-30,"Forschungsgruppe Wahlen","AfD",15
2023-03-30,"Forschungsgruppe Wahlen","Linke",5
2023-03-30,"Forschungsgruppe Wahlen","FW",NA
2023-03-30,"Forschungsgruppe Wahlen","BSW",NA
2023-03-28,"Kantar","SPD",18
2023-03-28,"Kantar","Union",28
2023-03-28,"Kantar","Green",19
2023-03-28,"Kantar","FDP",7
2023-03-28,"Kantar","AfD",15
2023-03-28,"Kantar","Linke",4
2023-03-28,"Kantar","FW",NA
2023-03-28,"Kantar","BSW",NA
2023-03-27,"INSA","SPD",20.5
2023-03-27,"INSA","Union",28
2023-03-27,"INSA","Green",16
2023-03-27,"INSA","FDP",8
2023-03-27,"INSA","AfD",15.5
2023-03-27,"INSA","Linke",4
2023-03-27,"INSA","FW",NA
2023-03-27,"INSA","BSW",NA
2023-03-27,"Forsa","SPD",19
2023-03-27,"Forsa","Union",29
2023-03-27,"Forsa","Green",18
2023-03-27,"Forsa","FDP",6
2023-03-27,"Forsa","AfD",14
2023-03-27,"Forsa","Linke",4
2023-03-27,"Forsa","FW",NA
2023-03-27,"Forsa","BSW",NA
2023-03-26,"Wahlkreisprognose","SPD",23
2023-03-26,"Wahlkreisprognose","Union",26.5
2023-03-26,"Wahlkreisprognose","Green",15
2023-03-26,"Wahlkreisprognose","FDP",7.5
2023-03-26,"Wahlkreisprognose","AfD",13.5
2023-03-26,"Wahlkreisprognose","Linke",4
2023-03-26,"Wahlkreisprognose","FW",NA
2023-03-26,"Wahlkreisprognose","BSW",NA
2023-03-24,"INSA","SPD",21
2023-03-24,"INSA","Union",28
2023-03-24,"INSA","Green",16
2023-03-24,"INSA","FDP",8
2023-03-24,"INSA","AfD",15
2023-03-24,"INSA","Linke",4
2023-03-24,"INSA","FW",NA
2023-03-24,"INSA","BSW",NA
2023-03-21,"Kantar","SPD",18
2023-03-21,"Kantar","Union",28
2023-03-21,"Kantar","Green",18
2023-03-21,"Kantar","FDP",7
2023-03-21,"Kantar","AfD",15
2023-03-21,"Kantar","Linke",5
2023-03-21,"Kantar","FW",NA
2023-03-21,"Kantar","BSW",NA
2023-03-20,"INSA","SPD",21.5
2023-03-20,"INSA","Union",28
2023-03-20,"INSA","Green",15
2023-03-20,"INSA","FDP",7.5
2023-03-20,"INSA","AfD",16
2023-03-20,"INSA","Linke",5
2023-03-20,"INSA","FW",NA
2023-03-20,"INSA","BSW",NA
2023-03-20,"Forsa","SPD",19
2023-03-20,"Forsa","Union",29
2023-03-20,"Forsa","Green",18
2023-03-20,"Forsa","FDP",6
2023-03-20,"Forsa","AfD",14
2023-03-20,"Forsa","Linke",5
2023-03-20,"Forsa","FW",NA
2023-03-20,"Forsa","BSW",NA
2023-03-17,"INSA","SPD",21
2023-03-17,"INSA","Union",28
2023-03-17,"INSA","Green",15
2023-03-17,"INSA","FDP",8
2023-03-17,"INSA","AfD",16
2023-03-17,"INSA","Linke",5
2023-03-17,"INSA","FW",NA
